order_id,customer_id,date,time,order_timestamp,product_id,quantity,unit_price,status,country
3300,300,12/15/2025,11:35:58,12/15/2025 11:35:58,300,11,484.76,cancelled,Poland
3301,301,3/26/2026,23:41:53,3/26/2026 23:41:53,301,10,378.41,in progress,Indonesia
3302,302,8/9/2026,4:26:24,8/9/2026 4:26:24,,13,387.13,inactive,
3303,303,7/11/2026,14:35:59,7/11/2026 14:35:59,303,10,652.23,suspended,Argentina
3304,304,4/5/2026,9:29:22,4/5/2026 9:29:22,304,8,767.26,,Finland
3305,305,3/4/2026,5:29:53,3/4/2026 5:29:53,305,9,322.69,on hold,Indonesia
3306,306,12/4/2025,22:23:23,12/4/2025 22:23:23,306,15,715.68,completed,Japan
3307,307,9/10/2025,11:50:31,9/10/2025 11:50:31,307,18,25.51,pending,Sierra Leone
3308,308,3/20/2026,7:26:33,3/20/2026 7:26:33,308,15,364.74,suspended,Brazil
3309,309,10/19/2025,9:22:15,10/19/2025 9:22:15,309,3,49.89,on hold,Ukraine
3310,310,2/23/2026,1:33:44,2/23/2026 1:33:44,310,13,407.53,suspended,Turkmenistan
3311,311,2/18/2026,3:52:00,2/18/2026 3:52:00,311,18,323.5,archived,Indonesia
3312,312,12/25/2025,10:46:24,12/25/2025 10:46:24,312,10,364.26,active,China
3313,313,7/22/2026,15:20:07,7/22/2026 15:20:07,313,13,836.55,pending,Indonesia
3314,314,11/6/2025,8:16:00,11/6/2025 8:16:00,314,11,891.01,active,China
3315,315,7/20/2026,20:19:49,7/20/2026 20:19:49,315,9,437.42,active,China
3316,316,5/25/2026,13:40:36,5/25/2026 13:40:36,316,4,915.71,pending,Bulgaria
3317,317,12/29/2025,19:02:40,12/29/2025 19:02:40,317,17,643.88,resolved,Czech Republic
3318,318,10/5/2025,1:08:34,10/5/2025 1:08:34,318,7,24.46,inactive,Greece
3319,319,9/9/2025,11:28:27,9/9/2025 11:28:27,319,17,578.53,active,Greece
3320,320,5/13/2026,18:43:43,5/13/2026 18:43:43,,10,692.21,active,Colombia
3321,321,12/30/2025,4:37:43,12/30/2025 4:37:43,321,10,518.9,cancelled,Ukraine
3322,322,8/29/2025,10:47:46,8/29/2025 10:47:46,322,18,768.19,inactive,
3323,323,9/9/2025,22:24:21,9/9/2025 22:24:21,323,7,582.78,in progress,Togo
3324,324,8/29/2025,1:09:42,8/29/2025 1:09:42,324,5,181.21,inactive,Uganda
3325,325,6/5/2026,11:53:48,6/5/2026 11:53:48,325,12,104.45,resolved,Ecuador
,326,9/12/2025,19:56:34,9/12/2025 19:56:34,326,4,,archived,Philippines
3327,327,5/5/2026,13:56:28,5/5/2026 13:56:28,327,9,411.59,pending,China
,328,11/11/2025,13:29:06,11/11/2025 13:29:06,328,14,596.96,active,Bosnia and Herzegovina
3329,329,9/5/2025,5:46:58,9/5/2025 5:46:58,329,13,902.4,on hold,Mongolia
3330,330,8/11/2025,6:45:35,8/11/2025 6:45:35,330,16,923.89,inactive,China
3331,331,1/28/2026,17:42:15,1/28/2026 17:42:15,331,2,976.19,on hold,China
3332,332,12/10/2025,20:16:15,12/10/2025 20:16:15,332,6,495.92,on hold,Mongolia
3333,333,8/14/2025,21:59:03,8/14/2025 21:59:03,333,6,890.48,archived,Norway
3334,334,2/13/2026,23:13:43,2/13/2026 23:13:43,334,18,631.25,resolved,China
3335,335,8/21/2025,8:43:44,8/21/2025 8:43:44,335,18,807.91,resolved,Mongolia
3336,336,12/27/2025,10:14:38,12/27/2025 10:14:38,336,6,73.68,active,Russia
3337,337,10/21/2025,18:14:51,10/21/2025 18:14:51,337,6,,,Indonesia
3338,338,12/10/2025,9:23:51,12/10/2025 9:23:51,338,18,269.83,completed,Brazil
3339,339,8/5/2025,10:25:09,8/5/2025 10:25:09,339,15,624.64,archived,Indonesia
3340,340,3/10/2026,3:11:54,3/10/2026 3:11:54,340,2,114.83,on hold,Poland
3341,341,11/12/2025,11:01:16,11/12/2025 11:01:16,341,11,893.58,resolved,Micronesia
3342,342,3/18/2026,6:41:22,3/18/2026 6:41:22,342,4,68.95,resolved,Brazil
3343,343,4/13/2026,2:17:30,4/13/2026 2:17:30,343,2,16.48,inactive,Brazil
3344,344,8/18/2025,12:57:51,8/18/2025 12:57:51,344,,167.0,on hold,China
3345,345,1/21/2026,16:47:33,1/21/2026 16:47:33,345,20,854.81,inactive,Mexico
3346,346,12/10/2025,17:14:44,12/10/2025 17:14:44,,15,77.41,completed,Serbia
3347,347,3/12/2026,3:37:20,3/12/2026 3:37:20,347,19,126.93,inactive,Indonesia
3348,348,12/21/2025,17:53:10,12/21/2025 17:53:10,348,7,311.26,archived,Vietnam
3349,349,12/24/2025,11:42:26,12/24/2025 11:42:26,349,6,931.9,suspended,Indonesia
3350,350,3/21/2026,13:30:39,3/21/2026 13:30:39,350,18,627.35,in progress,Indonesia
3351,351,12/30/2025,0:29:56,,351,7,766.07,in progress,Indonesia
3352,352,5/23/2026,15:13:14,5/23/2026 15:13:14,352,16,420.55,completed,
3353,353,8/30/2025,19:38:12,8/30/2025 19:38:12,353,11,753.07,completed,China
3354,354,9/29/2025,0:23:54,9/29/2025 0:23:54,354,6,,archived,Portugal
3355,355,3/16/2026,19:43:47,3/16/2026 19:43:47,355,10,394.87,completed,Mexico
3356,356,2/28/2026,7:01:23,2/28/2026 7:01:23,356,1,873.33,inactive,Ukraine
3357,357,9/17/2025,7:19:37,9/17/2025 7:19:37,357,6,871.81,resolved,China
3358,358,6/12/2026,7:03:52,6/12/2026 7:03:52,358,16,638.04,archived,Brazil
3359,359,2/27/2026,15:40:12,2/27/2026 15:40:12,359,2,26.34,pending,Italy
3360,360,6/7/2026,8:22:55,6/7/2026 8:22:55,360,2,891.57,resolved,Senegal
3361,361,12/30/2025,5:01:02,12/30/2025 5:01:02,361,2,275.54,resolved,Indonesia
3362,362,7/9/2026,23:30:21,7/9/2026 23:30:21,362,16,559.59,active,China
3363,363,10/28/2025,23:45:15,10/28/2025 23:45:15,363,11,876.76,archived,Colombia
3364,364,7/9/2026,18:38:44,7/9/2026 18:38:44,364,3,478.44,suspended,Philippines
3365,365,7/19/2026,6:27:19,7/19/2026 6:27:19,365,19,419.99,in progress,United States
3366,366,12/26/2025,2:06:51,12/26/2025 2:06:51,366,4,386.51,inactive,Cameroon
3367,,1/22/2026,0:57:49,1/22/2026 0:57:49,367,18,702.41,active,Sweden
3368,368,5/26/2026,13:55:30,5/26/2026 13:55:30,368,17,126.22,archived,China
3369,369,10/15/2025,20:43:07,10/15/2025 20:43:07,369,11,703.98,completed,China
3370,370,12/5/2025,16:07:08,12/5/2025 16:07:08,370,17,,inactive,Japan
3371,371,12/22/2025,10:34:38,12/22/2025 10:34:38,371,18,6.23,on hold,Portugal
3372,372,5/24/2026,7:04:24,5/24/2026 7:04:24,372,1,,in progress,China
3373,373,4/10/2026,18:25:42,4/10/2026 18:25:42,373,13,967.53,in progress,China
3374,374,5/8/2026,11:53:15,5/8/2026 11:53:15,374,6,174.75,pending,Philippines
3375,375,4/23/2026,6:08:59,4/23/2026 6:08:59,375,1,282.02,resolved,Croatia
3376,376,4/16/2026,7:08:44,4/16/2026 7:08:44,376,3,960.38,suspended,Portugal
3377,377,4/16/2026,6:20:24,4/16/2026 6:20:24,377,13,,in progress,Peru
3378,378,4/23/2026,19:40:05,4/23/2026 19:40:05,378,13,168.29,resolved,Kenya
3379,379,12/20/2025,12:29:58,12/20/2025 12:29:58,379,13,145.88,completed,Ukraine
3380,380,7/6/2026,6:46:34,7/6/2026 6:46:34,380,4,120.16,archived,Turkmenistan
3381,381,3/15/2026,7:42:47,3/15/2026 7:42:47,381,4,,completed,Russia
3382,382,6/14/2026,17:52:45,6/14/2026 17:52:45,382,6,452.97,resolved,Armenia
3383,383,8/7/2026,19:21:04,8/7/2026 19:21:04,383,1,,resolved,China
3384,384,4/9/2026,20:03:03,4/9/2026 20:03:03,384,16,315.86,archived,Greece
3385,385,11/27/2025,20:01:21,11/27/2025 20:01:21,385,19,107.8,inactive,Zimbabwe
3386,386,2/21/2026,17:19:26,2/21/2026 17:19:26,386,7,680.86,on hold,Indonesia
3387,387,3/8/2026,2:06:04,3/8/2026 2:06:04,387,15,636.89,pending,North Korea
3388,388,9/28/2025,17:20:20,9/28/2025 17:20:20,388,8,,cancelled,China
3389,389,6/18/2026,0:17:33,6/18/2026 0:17:33,389,20,,inactive,Portugal
3390,390,10/11/2025,1:37:58,10/11/2025 1:37:58,390,4,97.58,archived,Philippines
3391,391,11/17/2025,23:10:02,11/17/2025 23:10:02,391,6,301.25,on hold,Brazil
3392,392,7/31/2026,20:50:41,7/31/2026 20:50:41,392,10,466.83,cancelled,China
3393,393,2/20/2026,2:48:08,2/20/2026 2:48:08,393,9,900.81,on hold,Bolivia
3394,394,11/4/2025,18:08:29,11/4/2025 18:08:29,394,11,545.7,active,Indonesia
3395,395,4/7/2026,12:09:28,4/7/2026 12:09:28,395,12,80.65,active,Armenia
3396,396,9/14/2025,10:03:28,9/14/2025 10:03:28,396,13,136.77,archived,United States
3397,397,11/15/2025,7:49:29,11/15/2025 7:49:29,397,15,738.87,in progress,Czech Republic
3398,398,5/18/2026,6:22:51,5/18/2026 6:22:51,398,15,498.29,on hold,China
3399,399,11/30/2025,3:59:50,11/30/2025 3:59:50,399,11,,inactive,Czech Republic
3400,400,5/23/2026,19:22:48,5/23/2026 19:22:48,400,10,815.3,in progress,Cuba
3401,401,2/11/2026,11:46:18,2/11/2026 11:46:18,401,18,302.97,inactive,China
3402,402,12/23/2025,16:41:54,12/23/2025 16:41:54,402,16,802.72,on hold,Nicaragua
3403,403,4/29/2026,19:59:46,4/29/2026 19:59:46,403,14,318.31,resolved,
3404,404,4/19/2026,2:19:10,4/19/2026 2:19:10,404,14,770.23,suspended,China
3405,405,7/17/2026,16:43:55,7/17/2026 16:43:55,405,2,553.56,pending,China
3406,406,11/9/2025,6:19:04,11/9/2025 6:19:04,406,8,828.83,inactive,Russia
3407,407,3/1/2026,14:40:10,3/1/2026 14:40:10,407,8,12.59,active,Norway
3408,408,6/30/2026,21:39:39,6/30/2026 21:39:39,408,1,969.06,inactive,Russia
3409,409,8/31/2025,22:59:38,8/31/2025 22:59:38,409,4,620.57,archived,North Korea
3410,410,1/28/2026,20:57:32,1/28/2026 20:57:32,410,,399.39,resolved,Indonesia
3411,411,8/10/2026,13:48:08,8/10/2026 13:48:08,411,2,176.82,resolved,Lesotho
3412,412,5/15/2026,3:39:52,5/15/2026 3:39:52,412,20,70.44,in progress,Indonesia
3413,413,2/22/2026,13:10:57,2/22/2026 13:10:57,,20,588.75,cancelled,France
3414,414,8/9/2026,19:14:23,8/9/2026 19:14:23,414,8,65.1,pending,Mali
3415,415,1/3/2026,14:36:13,,415,7,263.28,cancelled,Argentina
3416,416,7/25/2026,3:12:37,7/25/2026 3:12:37,416,2,532.75,resolved,Bulgaria
3417,417,7/4/2026,19:25:44,7/4/2026 19:25:44,417,11,314.42,cancelled,Tunisia
3418,418,7/1/2026,8:14:03,7/1/2026 8:14:03,418,12,852.63,resolved,South Africa
3419,419,5/25/2026,7:43:54,5/25/2026 7:43:54,419,18,942.76,suspended,Ukraine
3420,420,3/7/2026,10:24:16,3/7/2026 10:24:16,,19,41.27,on hold,South Korea
3421,421,11/14/2025,10:51:08,11/14/2025 10:51:08,421,15,955.84,active,
3422,422,11/1/2025,10:24:25,11/1/2025 10:24:25,422,17,727.61,inactive,France
3423,423,8/7/2026,14:35:59,8/7/2026 14:35:59,423,11,958.77,in progress,Argentina
3424,424,10/29/2025,12:27:49,10/29/2025 12:27:49,424,5,851.66,suspended,Canada
3425,425,8/6/2026,0:37:49,8/6/2026 0:37:49,425,4,717.33,cancelled,Indonesia
3426,426,3/9/2026,1:02:09,3/9/2026 1:02:09,426,13,115.6,in progress,Indonesia
3427,427,7/15/2026,1:27:07,7/15/2026 1:27:07,427,1,293.82,in progress,Lithuania
3428,428,1/15/2026,8:51:25,1/15/2026 8:51:25,428,8,470.99,active,Honduras
3429,429,11/4/2025,20:20:18,11/4/2025 20:20:18,,,124.88,suspended,Canada
,430,8/19/2025,0:26:21,8/19/2025 0:26:21,430,4,834.54,on hold,Canada
3431,431,8/26/2025,3:38:31,8/26/2025 3:38:31,431,20,719.17,pending,Japan
3432,432,4/8/2026,6:12:05,4/8/2026 6:12:05,432,19,39.17,pending,France
3433,433,3/26/2026,2:33:19,3/26/2026 2:33:19,433,14,82.87,in progress,Portugal
3434,434,12/14/2025,5:34:15,12/14/2025 5:34:15,434,11,646.59,inactive,Thailand
3435,435,11/20/2025,12:11:02,11/20/2025 12:11:02,435,,975.78,cancelled,Japan
3436,436,3/28/2026,7:21:10,3/28/2026 7:21:10,436,15,760.29,in progress,Indonesia
3437,437,5/27/2026,2:35:29,5/27/2026 2:35:29,437,18,192.29,pending,Colombia
3438,438,12/28/2025,6:02:38,12/28/2025 6:02:38,438,12,789.4,resolved,China
3439,,4/9/2026,18:57:11,4/9/2026 18:57:11,439,8,647.84,on hold,Argentina
3440,440,8/1/2026,23:52:31,8/1/2026 23:52:31,440,11,412.82,resolved,Portugal
3441,441,10/11/2025,17:44:27,10/11/2025 17:44:27,441,5,532.83,archived,Uganda
3442,442,11/2/2025,8:36:57,11/2/2025 8:36:57,442,16,210.73,archived,Argentina
3443,443,1/7/2026,8:27:40,1/7/2026 8:27:40,443,14,,in progress,Philippines
,444,6/28/2026,1:02:16,6/28/2026 1:02:16,444,1,674.59,archived,Peru
3445,445,2/10/2026,8:10:55,2/10/2026 8:10:55,445,3,627.13,cancelled,Brazil
3446,446,12/5/2025,10:04:15,12/5/2025 10:04:15,446,12,,completed,Cameroon
3447,447,3/25/2026,3:36:16,3/25/2026 3:36:16,447,17,882.26,pending,Ireland
3448,448,2/18/2026,15:11:07,2/18/2026 15:11:07,448,13,688.47,active,Philippines
3449,449,11/28/2025,22:02:54,11/28/2025 22:02:54,449,16,741.86,active,United States
3450,450,3/15/2026,4:40:29,3/15/2026 4:40:29,450,6,85.23,resolved,Sweden
3451,451,7/2/2026,5:12:34,7/2/2026 5:12:34,451,9,701.85,inactive,Russia
3452,452,6/9/2026,10:01:49,6/9/2026 10:01:49,452,7,966.62,completed,Portugal
3453,453,8/6/2025,21:25:18,8/6/2025 21:25:18,453,11,533.2,completed,China
3454,454,6/18/2026,8:16:22,6/18/2026 8:16:22,454,18,560.66,on hold,United States
3455,455,3/30/2026,0:25:20,3/30/2026 0:25:20,455,,159.59,in progress,Japan
3456,456,9/25/2025,6:56:11,9/25/2025 6:56:11,456,20,251.79,on hold,Panama
3457,457,9/2/2025,15:01:33,9/2/2025 15:01:33,457,4,656.5,archived,Brazil
3458,458,8/2/2025,20:11:23,8/2/2025 20:11:23,458,3,872.94,in progress,Japan
3459,459,9/9/2025,23:40:24,9/9/2025 23:40:24,459,19,132.16,resolved,Brazil
3460,460,8/10/2025,7:12:56,8/10/2025 7:12:56,460,20,783.84,pending,Portugal
3461,461,8/28/2025,12:56:52,8/28/2025 12:56:52,461,8,553.06,cancelled,Luxembourg
3462,462,6/22/2026,13:18:46,,462,13,936.42,on hold,Poland
3463,463,7/20/2026,19:19:37,7/20/2026 19:19:37,463,16,,archived,Sweden
3464,464,10/13/2025,19:31:12,10/13/2025 19:31:12,464,19,100.61,archived,Colombia
3465,465,4/16/2026,7:19:18,4/16/2026 7:19:18,465,20,438.2,resolved,Brazil
3466,466,2/8/2026,16:14:06,2/8/2026 16:14:06,466,17,740.23,on hold,Greece
3467,467,3/3/2026,12:55:09,3/3/2026 12:55:09,467,7,259.66,resolved,Czech Republic
3468,468,4/6/2026,18:16:20,4/6/2026 18:16:20,468,12,115.12,cancelled,Philippines
3469,469,8/9/2026,17:40:37,8/9/2026 17:40:37,469,1,615.94,cancelled,China
3470,470,2/21/2026,14:21:50,2/21/2026 14:21:50,470,9,48.54,pending,China
,471,7/25/2026,13:37:47,7/25/2026 13:37:47,471,18,38.95,active,China
3472,472,8/6/2025,8:24:05,8/6/2025 8:24:05,472,7,702.58,in progress,Indonesia
3473,473,5/23/2026,18:47:28,5/23/2026 18:47:28,473,12,683.55,cancelled,Indonesia
3474,474,8/25/2025,11:33:37,8/25/2025 11:33:37,474,2,777.71,inactive,Philippines
3475,475,11/18/2025,9:16:30,11/18/2025 9:16:30,475,,82.74,on hold,China
3476,476,7/24/2026,18:34:03,7/24/2026 18:34:03,476,9,375.86,in progress,Peru
3477,477,8/10/2026,20:49:51,8/10/2026 20:49:51,477,9,981.54,inactive,China
3478,478,6/19/2026,5:07:39,6/19/2026 5:07:39,478,16,177.08,on hold,Croatia
3479,479,10/10/2025,13:27:06,10/10/2025 13:27:06,479,20,671.26,suspended,Mexico
3480,480,9/15/2025,4:30:49,9/15/2025 4:30:49,480,2,761.07,active,China
3481,481,11/13/2025,0:40:23,11/13/2025 0:40:23,481,16,43.97,in progress,Brazil
3482,482,1/11/2026,18:06:02,1/11/2026 18:06:02,482,,647.45,cancelled,Lebanon
3483,483,4/17/2026,15:23:10,4/17/2026 15:23:10,483,19,344.19,completed,China
3484,484,8/2/2026,12:41:57,8/2/2026 12:41:57,484,2,334.96,suspended,Sweden
3485,485,1/19/2026,7:09:27,,485,17,282.49,suspended,France
3486,486,4/3/2026,22:10:04,,486,14,811.61,pending,France
3487,487,8/27/2025,14:24:51,8/27/2025 14:24:51,487,9,918.58,inactive,Russia
3488,488,2/19/2026,20:25:54,2/19/2026 20:25:54,488,10,316.29,resolved,China
3489,489,3/16/2026,1:36:20,3/16/2026 1:36:20,489,20,328.37,on hold,Dominican Republic
3490,490,5/20/2026,6:10:15,5/20/2026 6:10:15,490,3,786.38,inactive,Vietnam
3491,491,2/10/2026,23:03:23,2/10/2026 23:03:23,491,13,128.21,completed,Tanzania
3492,492,9/19/2025,9:45:09,9/19/2025 9:45:09,492,12,843.22,cancelled,Japan
3493,493,11/11/2025,10:29:21,11/11/2025 10:29:21,493,11,400.58,on hold,France
3494,494,4/21/2026,6:13:02,4/21/2026 6:13:02,494,15,66.95,in progress,Brazil
3495,495,11/11/2025,13:17:27,11/11/2025 13:17:27,495,11,376.78,resolved,Germany
3496,496,1/30/2026,4:56:27,1/30/2026 4:56:27,496,8,798.79,active,Russia
3497,497,3/25/2026,21:17:02,3/25/2026 21:17:02,497,6,263.37,archived,South Africa
3498,498,5/15/2026,13:08:38,5/15/2026 13:08:38,498,6,987.4,,Peru
3499,499,6/25/2026,6:54:42,6/25/2026 6:54:42,499,4,11.07,,Estonia
3500,500,8/3/2025,7:16:46,8/3/2025 7:16:46,500,13,421.6,active,Sweden
3501,501,2/18/2026,4:48:39,2/18/2026 4:48:39,501,2,5.9,pending,Saudi Arabia
3502,502,1/7/2026,13:55:54,1/7/2026 13:55:54,502,11,431.87,resolved,Portugal
3503,503,4/13/2026,0:54:50,4/13/2026 0:54:50,,17,874.7,archived,Argentina
3504,504,5/1/2026,19:46:45,,504,9,,suspended,Portugal
3505,505,5/26/2026,20:06:44,5/26/2026 20:06:44,505,6,606.54,pending,Russia
3506,506,8/5/2026,21:29:37,,506,6,,pending,Japan
3507,507,8/12/2025,4:04:46,8/12/2025 4:04:46,507,6,484.83,active,Mongolia
3508,508,7/26/2026,0:55:43,7/26/2026 0:55:43,,18,424.25,in progress,China
3509,509,2/22/2026,17:02:21,2/22/2026 17:02:21,509,13,587.33,,Poland
3510,510,11/16/2025,7:18:50,11/16/2025 7:18:50,510,9,750.73,archived,Jordan
3511,511,10/3/2025,1:23:10,10/3/2025 1:23:10,511,16,763.85,in progress,Indonesia
3512,512,9/12/2025,4:23:34,9/12/2025 4:23:34,512,7,946.48,on hold,Barbados
3513,513,9/14/2025,18:14:31,9/14/2025 18:14:31,513,19,903.61,cancelled,Slovakia
3514,514,12/11/2025,5:01:56,12/11/2025 5:01:56,514,2,131.85,inactive,Japan
3515,515,3/22/2026,5:20:10,3/22/2026 5:20:10,515,13,760.8,resolved,China
3516,516,4/8/2026,3:56:36,4/8/2026 3:56:36,516,16,354.57,on hold,Indonesia
3517,517,8/1/2026,12:44:04,8/1/2026 12:44:04,517,14,647.71,active,Argentina
3518,518,4/2/2026,15:26:26,4/2/2026 15:26:26,518,6,845.36,archived,Nigeria
3519,519,1/22/2026,20:31:27,1/22/2026 20:31:27,519,11,693.03,pending,Poland
3520,520,9/19/2025,17:42:57,,520,,735.82,active,Indonesia
3521,521,1/1/2026,12:51:54,1/1/2026 12:51:54,521,,203.74,inactive,China
3522,522,12/11/2025,16:51:13,12/11/2025 16:51:13,522,11,452.96,,Canada
3523,523,11/26/2025,20:33:12,11/26/2025 20:33:12,523,9,846.28,archived,Sweden
3524,524,2/13/2026,3:35:10,2/13/2026 3:35:10,524,1,582.75,resolved,
3525,525,10/16/2025,0:16:24,10/16/2025 0:16:24,,10,365.85,suspended,Czech Republic
3526,526,1/11/2026,8:46:19,1/11/2026 8:46:19,526,4,906.59,pending,Canada
3527,527,11/17/2025,8:18:28,11/17/2025 8:18:28,527,20,896.29,completed,Ireland
3528,528,12/9/2025,2:13:45,12/9/2025 2:13:45,528,18,429.39,cancelled,China
3529,529,5/3/2026,3:52:27,5/3/2026 3:52:27,529,2,121.42,suspended,China
3530,530,4/9/2026,2:56:42,4/9/2026 2:56:42,530,1,861.82,resolved,Peru
3531,531,11/13/2025,21:25:47,11/13/2025 21:25:47,531,3,805.86,pending,Macedonia
3532,532,3/21/2026,22:45:29,3/21/2026 22:45:29,532,10,442.1,pending,Russia
3533,533,10/28/2025,6:12:12,10/28/2025 6:12:12,533,9,160.76,cancelled,Vietnam
3534,534,12/5/2025,22:39:57,12/5/2025 22:39:57,534,2,720.3,inactive,China
3535,535,2/11/2026,11:09:21,2/11/2026 11:09:21,535,12,785.41,inactive,Indonesia
3536,536,11/16/2025,6:55:13,11/16/2025 6:55:13,536,8,730.15,resolved,Indonesia
3537,537,3/7/2026,5:17:38,3/7/2026 5:17:38,537,3,767.72,active,Burkina Faso
3538,538,9/10/2025,1:42:07,9/10/2025 1:42:07,538,2,418.08,in progress,Serbia
3539,539,2/21/2026,13:45:23,2/21/2026 13:45:23,539,6,262.86,active,China
3540,540,10/14/2025,17:39:21,10/14/2025 17:39:21,540,9,699.85,pending,Greece
3541,541,7/14/2026,1:51:48,7/14/2026 1:51:48,541,4,100.84,,Japan
3542,542,1/22/2026,8:14:15,1/22/2026 8:14:15,542,14,,active,Sudan
3543,,11/19/2025,6:28:36,11/19/2025 6:28:36,543,15,857.23,in progress,
3544,544,8/3/2026,11:46:52,8/3/2026 11:46:52,544,6,738.13,pending,France
3545,545,12/17/2025,10:15:06,12/17/2025 10:15:06,545,20,852.26,inactive,China
3546,546,8/7/2025,22:25:01,8/7/2025 22:25:01,546,10,544.24,completed,Honduras
3547,547,6/2/2026,2:11:18,6/2/2026 2:11:18,547,13,212.1,pending,Russia
3548,548,6/7/2026,23:05:10,6/7/2026 23:05:10,548,2,336.84,completed,Indonesia
3549,549,11/20/2025,10:20:28,11/20/2025 10:20:28,549,17,3.72,active,Poland
3550,550,6/7/2026,17:07:40,6/7/2026 17:07:40,550,8,902.02,completed,Canada
3551,551,4/10/2026,11:57:35,4/10/2026 11:57:35,551,4,420.76,resolved,China
3552,552,10/31/2025,21:51:53,10/31/2025 21:51:53,552,20,279.67,in progress,China
3553,553,3/20/2026,15:04:20,3/20/2026 15:04:20,553,16,109.17,archived,Ukraine
3554,554,8/23/2025,0:55:53,8/23/2025 0:55:53,554,5,125.83,suspended,Philippines
3555,555,4/30/2026,8:20:58,4/30/2026 8:20:58,555,5,214.4,in progress,
3556,556,9/14/2025,17:27:38,9/14/2025 17:27:38,556,,16.03,in progress,Niger
3557,557,10/19/2025,19:20:06,10/19/2025 19:20:06,557,18,938.53,on hold,Russia
3558,558,6/11/2026,11:57:58,6/11/2026 11:57:58,558,2,565.17,resolved,Somalia
3559,559,9/25/2025,13:32:09,9/25/2025 13:32:09,559,9,2.2,on hold,Bulgaria
3560,560,5/13/2026,10:54:53,5/13/2026 10:54:53,560,20,344.65,active,Philippines
3561,561,3/28/2026,9:37:59,3/28/2026 9:37:59,561,5,802.88,pending,China
3562,562,8/23/2025,5:39:01,8/23/2025 5:39:01,562,8,503.54,resolved,South Korea
3563,563,11/23/2025,6:36:24,11/23/2025 6:36:24,563,18,235.75,inactive,Indonesia
3564,564,8/3/2025,1:10:19,8/3/2025 1:10:19,564,12,64.66,,Philippines
3565,565,3/6/2026,9:47:34,3/6/2026 9:47:34,565,16,578.89,inactive,China
,566,12/20/2025,3:39:04,12/20/2025 3:39:04,566,4,681.91,active,Ukraine
3567,567,3/23/2026,21:44:47,3/23/2026 21:44:47,567,,595.65,on hold,Cameroon
3568,568,8/24/2025,6:11:01,8/24/2025 6:11:01,568,19,232.63,archived,Russia
3569,569,5/23/2026,18:53:17,5/23/2026 18:53:17,569,3,128.7,suspended,Philippines
3570,570,5/13/2026,22:02:38,,570,15,81.56,archived,
3571,571,7/27/2026,17:22:33,7/27/2026 17:22:33,571,5,527.16,resolved,Palestinian Territory
3572,572,12/12/2025,9:01:47,12/12/2025 9:01:47,572,3,870.61,inactive,Japan
3573,573,1/26/2026,19:24:29,1/26/2026 19:24:29,573,18,39.06,cancelled,China
,574,12/21/2025,10:36:03,12/21/2025 10:36:03,574,7,768.8,resolved,China
3575,575,8/7/2026,1:34:18,8/7/2026 1:34:18,,17,574.2,cancelled,Czech Republic
3576,576,2/23/2026,9:21:55,2/23/2026 9:21:55,576,4,772.25,cancelled,Russia
3577,577,12/1/2025,22:21:12,,577,9,9.29,in progress,Philippines
3578,578,1/8/2026,10:22:58,1/8/2026 10:22:58,578,4,657.19,,Philippines
3579,579,12/13/2025,4:59:29,12/13/2025 4:59:29,579,20,416.1,active,France
3580,580,11/11/2025,23:28:39,11/11/2025 23:28:39,580,2,502.37,cancelled,China
3581,581,12/11/2025,1:44:02,12/11/2025 1:44:02,581,18,937.7,active,Russia
3582,582,11/11/2025,5:29:44,11/11/2025 5:29:44,582,16,559.06,inactive,Indonesia
3583,583,9/19/2025,10:38:29,9/19/2025 10:38:29,583,8,457.28,completed,Finland
3584,584,10/20/2025,23:34:51,10/20/2025 23:34:51,584,5,235.07,,China
3585,585,11/7/2025,3:06:32,11/7/2025 3:06:32,585,10,594.7,in progress,Indonesia
3586,586,6/30/2026,21:07:39,6/30/2026 21:07:39,586,18,337.03,cancelled,Afghanistan
3587,587,12/31/2025,4:50:15,12/31/2025 4:50:15,587,18,628.93,,Estonia
3588,588,4/30/2026,23:54:43,4/30/2026 23:54:43,588,6,23.85,in progress,Thailand
3589,589,2/8/2026,16:35:12,2/8/2026 16:35:12,589,4,40.19,suspended,
3590,590,8/13/2025,22:39:15,8/13/2025 22:39:15,590,9,96.77,cancelled,China
3591,591,7/12/2026,3:09:06,7/12/2026 3:09:06,591,4,965.41,in progress,Benin
3592,592,11/8/2025,19:21:09,11/8/2025 19:21:09,592,1,723.2,resolved,Ukraine
3593,593,12/1/2025,5:40:34,12/1/2025 5:40:34,593,2,341.06,on hold,Peru
3594,594,12/9/2025,18:08:43,12/9/2025 18:08:43,594,19,607.42,on hold,Sweden
3595,,4/5/2026,11:11:20,4/5/2026 11:11:20,595,3,980.08,,
3596,596,10/20/2025,16:40:55,10/20/2025 16:40:55,596,8,226.97,active,Brazil
,597,10/22/2025,13:35:07,10/22/2025 13:35:07,597,14,796.97,completed,Canada
3598,598,1/18/2026,15:31:06,1/18/2026 15:31:06,598,10,949.3,archived,United States
3599,599,11/1/2025,6:29:46,11/1/2025 6:29:46,599,3,557.27,in progress,Ukraine
3600,600,10/10/2025,11:05:12,10/10/2025 11:05:12,600,13,480.57,archived,China
3601,601,9/6/2025,19:33:13,9/6/2025 19:33:13,601,2,443.79,suspended,Myanmar
